opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price,sector,year_established,revenue,employees,office_location,deal_duration_days,close_month,close_year,close_quarter,close_yearmonth,discount_rate,is_won,agent_win_rate
HEE6P0QH,Meera Iyer,D365 Project Management,Statholdings,Won,2024-11-24,2025-03-25,302701.0,Sanjay Bhatt,Central,MG,281619,employment,1997.0,24175.0,586.0,Surat,121.0,3,2025,1,2025-03,0.0,1,0.62
L8CHRJ2B,Cassey Cress,D365 Project Management,Umbrella Corporation,Won,2024-11-24,2025-03-01,348600.0,Manish Tiwari,East,MG,281619,finance,1998.0,167838.0,5113.0,Ahmedabad,97.0,3,2025,1,2025-03,0.0,1,0.62
V2X2KMUR,Rohan Nair,D365 Field Services,Faxquote,Won,2024-11-24,2025-03-28,87897.0,Sunita Rao,West,GTX,90968,telecommunications,1995.0,151543.0,5595.0,Mumbai,124.0,3,2025,1,2025-03,0.03375912408759124,1,0.64
AJIPJP75,Marty Freudenburg,D365 Field Services,Codehow,Lost,2024-11-24,2025-03-05,0.0,Rajesh Agarwal,Central,GTX,90968,software,1998.0,225337.0,2641.0,Vadodara,101.0,3,2025,1,2025-03,1.0,0,0.63
NYVA2G6U,Amit Verma,Power BI Dashboard,Dontechi,Won,2024-11-24,2025-03-02,4731.0,Sanjay Bhatt,Central,MG,4565,software,1982.0,383294.0,10083.0,Surat,98.0,3,2025,1,2025-03,0.0,1,0.67
FF45BXTL,Ritesh Jain,D365 Project Management,Konex,Won,2024-11-24,2025-03-27,304693.0,Anita Mishra,West,MG,281619,technology,1980.0,639796.0,13756.0,Surat,123.0,3,2025,1,2025-03,0.0,1,0.64
TTA9LYBS,Meera Iyer,Power BI Dashboard,Treequote,Won,2024-11-25,2025-03-01,4814.0,Sanjay Bhatt,Central,MG,4565,telecommunications,1988.0,437085.0,8595.0,Mumbai,96.0,3,2025,1,2025-03,0.0,1,0.62
PAGZQH8L,Usha Naik,D365 Project Management,Treequote,Won,2024-11-25,2025-03-06,328348.0,Sanjay Bhatt,Central,MG,281619,telecommunications,1988.0,437085.0,8595.0,Mumbai,101.0,3,2025,1,2025-03,0.0,1,0.67
J7YF6DS7,Corliss Cosme,D365 Finance & Operations,Betasoloin,Won,2024-11-25,2025-03-01,495012.0,Chetan Pandey,East,GTX,455006,medical,1999.0,20867.0,495.0,Surat,96.0,3,2025,1,2025-03,0.0,1,0.66
S5IXY4Z9,Corliss Cosme,D365 Business Central,Betasoloin,Won,2024-11-25,2025-03-06,379310.0,Chetan Pandey,East,GTX,400143,medical,1999.0,20867.0,495.0,Surat,101.0,3,2025,1,2025-03,0.05206388716034018,1,0.66
JQBJMETQ,Priya Patel,Power BI Dashboard,Domzoom,Won,2024-11-25,2025-03-27,4067.0,Rajesh Agarwal,Central,MG,4565,entertainment,1998.0,18083.0,551.0,Mumbai,122.0,3,2025,1,2025-03,0.10909090909090909,1,0.63
0LVWSWEW,Anjali Shah,Power BI Dashboard,Donquadtech,Won,2024-11-25,2025-03-06,5395.0,Chetan Pandey,East,MG,4565,technology,1992.0,142152.0,3194.0,Surat,101.0,3,2025,1,2025-03,0.0,1,0.63
K53BC1T9,Meera Iyer,Power BI Dashboard,Domzoom,Lost,2024-11-26,2025-03-27,0.0,Sanjay Bhatt,Central,MG,4565,entertainment,1998.0,18083.0,551.0,Mumbai,121.0,3,2025,1,2025-03,1.0,0,0.62
D40N5I9Y,Priya Patel,D365 Business Central,Finhigh,Won,2024-11-26,2025-03-08,393337.0,Rajesh Agarwal,Central,GTX,400143,finance,2006.0,91502.0,1759.0,Ahmedabad,102.0,3,2025,1,2025-03,0.017008919311346193,1,0.63
051QTX8Z,Deepak Yadav,D365 Field Services,Globex Corporation,Won,2024-11-26,2025-03-21,89640.0,Rajesh Agarwal,Central,GTX,90968,technology,2000.0,101569.0,2497.0,Surat,115.0,3,2025,1,2025-03,0.014598540145985401,1,0.6
5D2XH04S,Aakash Trivedi,Power BI Dashboard,Plussunin,Won,2024-11-26,2025-03-12,4731.0,Manish Tiwari,East,MG,4565,retail,2003.0,117858.0,4018.0,Surat,106.0,3,2025,1,2025-03,0.0,1,0.65
V9E582SK,Garret Kinder,D365 Sales,Konex,Won,2024-11-27,2025-03-16,38927.0,Chetan Pandey,East,GTX,45650,technology,1980.0,639796.0,13756.0,Surat,109.0,3,2025,1,2025-03,0.14727272727272728,1,0.61
UK0LEZRJ,Kary Hendrixson,D365 Sales,Condax,Won,2024-11-27,2025-03-03,44156.0,Sunita Rao,West,GTX,45650,medical,2017.0,377.0,9.0,Vadodara,96.0,3,2025,1,2025-03,0.03272727272727273,1,0.62
IT10CFQH,Pooja Desai,D365 Sales,Konex,Won,2024-11-27,2025-03-26,44654.0,Anita Mishra,West,GTX,45650,technology,1980.0,639796.0,13756.0,Surat,119.0,3,2025,1,2025-03,0.02181818181818182,1,0.65
8VKD2CCH,Rosie Papadopoulos,D365 Business Central,Massive Dynamic,Won,2024-11-27,2025-03-21,400807.0,Chetan Pandey,East,GTX,400143,entertainment,1989.0,55200.0,1095.0,Vadodara,114.0,3,2025,1,2025-03,0.0,1,0.64
2XQAKBXH,Karan Malhotra,D365 Finance & Operations,Doncon,Won,2024-11-27,2025-03-11,445710.0,Sunita Rao,West,GTX,455006,technology,2010.0,48781.0,1501.0,Surat,104.0,3,2025,1,2025-03,0.020430499817584824,1,0.62
7G7YLGJO,Karan Malhotra,D365 Finance & Operations,Hatfan,Won,2024-11-27,2025-03-21,539417.0,Sunita Rao,West,GTX,455006,services,1982.0,65774.0,1299.0,Ahmedabad,114.0,3,2025,1,2025-03,0.0,1,0.62
GCA97W27,Priya Patel,D365 Field Services,Genco Pura Olive Oil Company,Won,2024-11-28,2025-03-06,96363.0,Rajesh Agarwal,Central,GTX,90968,retail,2007.0,74229.0,1635.0,Ahmedabad,98.0,3,2025,1,2025-03,0.0,1,0.63
K8FUZHOG,Kary Hendrixson,D365 Sales,Scotfind,Won,2024-11-28,2025-03-26,47808.0,Sunita Rao,West,GTX,45650,software,1996.0,527454.0,16780.0,Vadodara,118.0,3,2025,1,2025-03,0.0,1,0.62
5WJZMULK,Sneha Joshi,D365 Field Services,Hatfan,Won,2024-11-28,2025-03-19,81257.0,Sunita Rao,West,GTX,90968,services,1982.0,65774.0,1299.0,Ahmedabad,111.0,3,2025,1,2025-03,0.10675182481751824,1,0.7
ZPYD4T9W,Amit Verma,Power BI Dashboard,Stanredtax,Won,2024-11-28,2025-03-07,3569.0,Sanjay Bhatt,Central,MG,4565,finance,1987.0,140951.0,3798.0,Ahmedabad,99.0,3,2025,1,2025-03,0.21818181818181817,1,0.67
KE9ZEDS8,Kavita Reddy,Power BI Dashboard,Scottech,Won,2024-11-29,2025-03-07,4731.0,Rajesh Agarwal,Central,MG,4565,marketing,2012.0,3767.0,100.0,Vadodara,98.0,3,2025,1,2025-03,0.0,1,0.58
7KK0HQ4C,Preeti Kulkarni,Power BI Dashboard,Ron-tech,Lost,2024-11-29,2025-03-28,0.0,Sanjay Bhatt,Central,MG,4565,medical,1992.0,325561.0,6837.0,Vadodara,119.0,3,2025,1,2025-03,1.0,0,0.55
FP7014Z0,Preeti Kulkarni,D365 Field Services,Funholding,Won,2024-11-29,2025-03-12,78684.0,Sanjay Bhatt,Central,GTX,90968,finance,1991.0,234018.0,7227.0,Surat,103.0,3,2025,1,2025-03,0.13503649635036497,1,0.55
N4HFHDMW,Wilburn Farren,D365 Project Management,Plussunin,Won,2024-11-29,2025-03-10,249996.0,Chetan Pandey,East,MG,281619,retail,2003.0,117858.0,4018.0,Surat,101.0,3,2025,1,2025-03,0.11229000884173299,1,0.7
2HFLKREC,Cassey Cress,D365 Project Management,Zotware,Won,2024-11-30,2025-03-15,304195.0,Manish Tiwari,East,MG,281619,software,1979.0,371713.0,13809.0,Surat,105.0,3,2025,1,2025-03,0.0,1,0.62
7JVTTVCO,Anjali Shah,D365 Sales,Gekko & Co,Won,2024-11-30,2025-03-24,46812.0,Chetan Pandey,East,GTX,45650,retail,1990.0,209229.0,3502.0,Ahmedabad,114.0,3,2025,1,2025-03,0.0,1,0.63
3X13866U,Meera Iyer,D365 Field Services,dambase,Lost,2024-12-01,2025-03-06,0.0,Sanjay Bhatt,Central,GTX,90968,marketing,1995.0,180440.0,2928.0,Surat,95.0,3,2025,1,2025-03,1.0,0,0.62
